e1_stderr,e2_value,e1_value,x0_value,y0_value,gal_sigma_value,e2_stderr,gal_flux_value,y0_stderr,gal_flux_stderr,gal_sigma_stderr,x0_stderr
0.023754427404609674,-0.47659969499805921,0.50585617124543858,2.046586220134718,1.9327266734580515,2.9554118006654084,0.023321085508301802,95.783525685606861,0.056873388807654204,2.2807056163663408,0.057456168938664141,0.10195699827312692
